704615214	20171107	201711	2017	2017.8411	PAKGOVCOP	PAKISTAN	PAK					GOV	COP		UAF	MILITANT						UAF			0	051	051	05	1	3.4	4	1	4	-2.32300884955752	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://indiatoday.intoday.in/story/jaish-chief-azhars-nephew-killed-in-kashmir-rifle-used-by/1/1084159.html
704615215	20171107	201711	2017	2017.8411	PAKJUD	PAKISTAN	PAK					JUD													1	010	010	01	1	0.0	2	1	2	-5.73122529644269	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20171107111500	https://www.dawn.com/news/1368989/sc-debates-grounds-for-disqualification-of-lawmakers-during-jahangir-tareen-case
704615216	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL																		1	051	051	05	1	3.4	1	1	1	-5.49363057324841	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	http://www.ivpressonline.com/news/world/s-koreans-demonstrate-to-show-support-disapproval-of-trump/article_73bc6487-2676-543d-90d0-b847d65436a0.html
704615217	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL																		0	070	070	07	2	7.0	4	1	4	-0.53929121725732	1	Philippines	RP	RP		13	122	RP	0								1	Philippines	RP	RP		13	122	RP	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704615218	20171107	201711	2017	2017.8411	PHL	MANILA	PHL																		0	090	090	09	2	-2.0	6	1	6	-1.72413793103449	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://news.abs-cbn.com/news/11/07/17/palace-unfazed-by-chinas-magic-island-maker
704615219	20171107	201711	2017	2017.8411	PHL	MANILA	PHL																		1	112	112	11	3	-2.0	10	1	10	-11.2244897959183	4	Muntinlupa City, Muntinlupa City, Philippines	RP	RPL4	24229	14.4135	121.026	-2440507	0								4	Muntinlupa City, Muntinlupa City, Philippines	RP	RPL4	24229	14.4135	121.026	-2440507	20171107111500	http://news.abs-cbn.com/news/11/07/17/court-convicts-customs-officer-for-incomplete-salns
704615220	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL																		1	112	112	11	3	-2.0	4	1	4	1.58730158730159	4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	0								4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704615221	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								CRM	CRIMINAL						CRM			1	114	114	11	3	-2.0	4	1	4	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615222	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	4	1	4	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615223	20171107	201711	2017	2017.8411	PHL	MANILA	PHL								EDU	SCHOOL						EDU			1	017	017	01	1	0.0	9	1	9	0	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://news.abs-cbn.com/life/11/07/17/ateneos-beloved-manang-has-passed-away
704615224	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	1.75438596491228	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://news.abs-cbn.com/business/11/07/17/students-need-shift-in-studies-to-keep-up-with-automation-trend-ai-developer
704615225	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								ELI	FIRST LADY						ELI			0	043	043	04	1	2.8	1	1	1	0.19255455712452	1	Philippines	RP	RP		13	122	RP	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Akasaka, Aichi, Japan	JA	JA01	33433	34.85	137.3	-225226	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704615226	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	2	1	2	1.58730158730159	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704615227	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								HLH	DOCTOR						HLH			1	112	112	11	3	-2.0	20	2	20	-4.34803100125681	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107111500	http://www.dailymail.co.uk/wires/afp/article-5057729/Philippine-extradition-hearings-begin-doctor-accused-New-York-plot.html
704615228	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								IDN	INDONESIAN	IDN								1	173	173	17	4	-5.0	1	1	1	-6.10687022900763	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615229	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								MED	JOURNALIST						MED			1	010	010	01	1	0.0	2	1	2	-6.10687022900763	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615230	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								MED	JOURNALIST						MED			1	010	010	01	1	0.0	2	1	2	-6.10687022900763	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615231	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								PHLGOV	PHILIPPINE	PHL					GOV			1	190	190	19	4	-10.0	2	1	2	-6.10687022900763	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615232	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								PHLJUD	PHILIPPINE	PHL					JUD			1	114	114	11	3	-2.0	4	1	4	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615233	20171107	201711	2017	2017.8411	PHL	FILIPINO	PHL								USA	NEW YORK	USA								1	016	016	01	1	-2.0	6	3	6	-6.96063196063196	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107111500	http://www.dailyjournal.net/2017/11/07/as-philippines-us-disrupted-terror-plot-2/
704615234	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								1	174	174	17	4	-5.0	2	2	2	-4.34803100125681	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107111500	http://www.dailymail.co.uk/wires/afp/article-5057729/Philippine-extradition-hearings-begin-doctor-accused-New-York-plot.html
704615235	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								1	174	174	17	4	-5.0	2	2	2	-4.34803100125681	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107111500	http://www.dailymail.co.uk/wires/afp/article-5057729/Philippine-extradition-hearings-begin-doctor-accused-New-York-plot.html
704615236	20171107	201711	2017	2017.8411	PHL	MANILA	PHL								USA	UNITED STATES	USA								1	174	174	17	4	-5.0	3	1	3	-4.31818181818182	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	3	Times Square, New York, United States	US	USNY		40.757	-73.986	967537	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://www.dailymail.co.uk/wires/afp/article-5057729/Philippine-extradition-hearings-begin-doctor-accused-New-York-plot.html
704615237	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								VNM	VIETNAM	VNM								0	036	036	03	1	4.0	2	1	2	-0.53929121725732	1	Philippines	RP	RP		13	122	RP	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704615238	20171107	201711	2017	2017.8411	PHL	PHILIPPINE	PHL								VNMGOV	VIETNAM	VNM					GOV			1	036	036	03	1	4.0	2	1	2	1.58730158730159	4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704615239	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			CRM	CRIMINAL						CRM			1	114	114	11	3	-2.0	6	1	6	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615240	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	6	1	6	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615241	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			IDN	INDONESIAN	IDN								1	173	173	17	4	-5.0	1	1	1	-6.10687022900763	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615242	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			IDN	INDONESIAN	IDN								1	173	173	17	4	-5.0	1	1	1	-6.10687022900763	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615243	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			IDNCVL	INDONESIAN	IDN					CVL			1	173	173	17	4	-5.0	2	1	2	-6.10687022900763	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615244	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			IDNCVL	INDONESIA	IDN					CVL			1	173	173	17	4	-5.0	4	1	4	-6.10687022900763	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107111500	http://globalnation.inquirer.net/161522/marawi-siege-indonesian-terrorists-densus-88-counterterrorism-squad
704615245	20171107	201711	2017	2017.8411	PHLCOP	PHILIPPINE	PHL					COP			PHLJUD	MANILA	PHL					JUD			1	114	114	11	3	-2.0	6	1	6	-7.51445086705202	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107111500	http://newsinfo.inquirer.net/943724/war-on-drugs-yu-yuk-lai-diane-yu-uy-pdea-raid
704615246	20171107	201711	2017	2017.8411	PHLHLH	FILIPINO	PHL					HLH			PHL	FILIPINO	PHL								1	016	016	01	1	-2.0	18	3	18	-6.96063196063196	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107111500	http://www.dailyjournal.net/2017/11/07/as-philippines-us-disrupted-terror-plot-2/
704615247	20171107	201711	2017	2017.8411	PHLREL	PHILIPPINE	PHL								PHL	DAVAO	PHL								1	013	013	01	1	0.4	1	1	1	-3.85852090032155	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	4	Davao, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20171107111500	https://international.la-croix.com/news/philippine-prelate-says-drugs-bigger-problem-than-killings/6292
704615248	20171107	201711	2017	2017.8411	POL	POLISH	POL																		1	036	036	03	1	4.0	10	1	10	1.64348925410872	4	Feldkirchen, Bayern, Germany	GM	GM02	16532	47.9167	11.55	-1769322	0								4	Feldkirchen, Bayern, Germany	GM	GM02	16532	47.9167	11.55	-1769322	20171107111500	http://www.4-traders.com/STEICO-SE-595420/news/STEICO-SE-Second-Laminated-Veneer-Lumber-line-LVL-starts-regular-production-25454244/
704615249	20171107	201711	2017	2017.8411	PRK	NORTH KOREAN	PRK																		1	010	010	01	1	0.0	5	1	5	-5.57275541795666	4	Punggye-Ri, Hamgyong-namdo, North Korea	KN	KN03	39568	39.9789	127.553	-183105	0								4	Punggye-Ri, Hamgyong-namdo, North Korea	KN	KN03	39568	39.9789	127.553	-183105	20171107111500	http://www.dailymail.co.uk/news/article-5057617/North-Korea-nuke-tests-caused-deformities-babies.html
704615250	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	013	013	01	1	0.4	6	1	6	-0.53929121725732	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704615251	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	015	015	01	1	0.0	2	1	2	-5.57275541795666	4	Kilju, Hamgyong-bukto, North Korea	KN	KN17	39539	40.9642	129.328	-177438	0								4	Kilju, Hamgyong-bukto, North Korea	KN	KN17	39539	40.9642	129.328	-177438	20171107111500	http://www.dailymail.co.uk/news/article-5057617/North-Korea-nuke-tests-caused-deformities-babies.html
704615252	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	015	015	01	1	0.0	6	1	6	-5.57275541795666	4	Punggye-Ri, Hamgyong-namdo, North Korea	KN	KN03	39568	39.9789	127.553	-183105	0								4	Punggye-Ri, Hamgyong-namdo, North Korea	KN	KN03	39568	39.9789	127.553	-183105	20171107111500	http://www.dailymail.co.uk/news/article-5057617/North-Korea-nuke-tests-caused-deformities-babies.html
704615253	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	015	015	01	1	0.0	2	1	2	-5.57275541795666	4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	0								4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	20171107111500	http://www.dailymail.co.uk/news/article-5057617/North-Korea-nuke-tests-caused-deformities-babies.html
704615254	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		1	036	036	03	1	4.0	1	1	1	-1.10344827586207	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704615255	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	051	051	05	1	3.4	2	1	2	-5.49363057324841	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://www.ivpressonline.com/news/world/s-koreans-demonstrate-to-show-support-disapproval-of-trump/article_73bc6487-2676-543d-90d0-b847d65436a0.html
704615256	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	194	194	19	4	-10.0	4	2	4	0.538110630676015	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.ivpressonline.com/news/politics/in-seoul-trump-calls-for-north-korea-to-make-a/article_e934f1b3-3d9e-5ae7-932e-a0ec52572907.html
704615257	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK																		0	194	194	19	4	-10.0	2	1	2	-4.90716180371353	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20171107111500	http://www.nationalreview.com/article/453473/middle-east-threat-remains-beware-iranian-syrian-hezbollah-attack-israel
704615258	20171107	201711	2017	2017.8411	PRK	NORTH KOREAN	PRK								CHN	CHINA	CHN								1	173	173	17	4	-5.0	3	1	3	-5.83832335329341	1	North Korea	KN	KN		40	127	KN	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.deccanherald.com/content/641475/china-detains-10-north-koreans.html
704615259	20171107	201711	2017	2017.8411	PRK	PYONGYANG	PRK								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	8	1	8	-1.10344827586207	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704615260	20171107	201711	2017	2017.8411	PRK	PYONGYANG	PRK								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	2	1	2	-1.10344827586207	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	https://www.forbes.com/sites/ralphjennings/2017/11/07/want-to-make-trump-happy-asia-say-these-three-words/
704615261	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	-3.43270099367661	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Osan, Cholla-namdo, South Korea	KS	KS16	24974	34.9096	127.448	10075963	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.swissinfo.ch/eng/at-north-korea-s-doorstep--trump-warns-of-u-s--power-while-also-striking-conciliatory-note/43655246
704615262	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	-0.53929121725732	1	Japan	JA	JA		36	138	JA	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704615263	20171107	201711	2017	2017.8411	PRK	PYONGYANG	PRK								KOR	SOUTH KOREA	KOR								0	052	052	05	1	3.5	8	3	8	0.591786282748317	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.ivpressonline.com/news/politics/in-seoul-trump-calls-for-north-korea-to-make-a/article_e934f1b3-3d9e-5ae7-932e-a0ec52572907.html
704615264	20171107	201711	2017	2017.8411	PRK	PYONGYANG	PRK								KOR	SOUTH KOREA	KOR								0	052	052	05	1	3.5	4	2	4	0.428636444706855	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.wbrc.com/story/36780127/in-seoul-trump-calls-for-north-korea-to-make-a-deal
704615265	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								KORGOV	SOUTH KOREA	KOR					GOV			1	020	020	02	1	3.0	1	1	1	-0.53929121725732	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	https://www.stripes.com/news/pacific/trump-us-prepared-to-use-unmatched-military-capabilities-against-north-korea-1.496564
704615266	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	1	1	1	-5.49363057324841	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://www.ivpressonline.com/news/world/s-koreans-demonstrate-to-show-support-disapproval-of-trump/article_73bc6487-2676-543d-90d0-b847d65436a0.html
704615267	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	1	1	1	-5.49363057324841	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://www.ivpressonline.com/news/world/s-koreans-demonstrate-to-show-support-disapproval-of-trump/article_73bc6487-2676-543d-90d0-b847d65436a0.html
704615268	20171107	201711	2017	2017.8411	PRK	NORTH KOREA	PRK								USA	UNITED STATES	USA								0	138	138	13	3	-7.0	2	1	2	-3.43270099367661	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107111500	http://www.swissinfo.ch/eng/at-north-korea-s-doorstep--trump-warns-of-u-s--power-while-also-striking-conciliatory-note/43655246
704615269	20171107	201711	2017	2017.8411	PRT	PORTUGUESE	PRT																		0	043	043	04	1	2.8	8	1	8	-1.9	1	Portugal	PO	PO		39.5	-8	PO	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171107111500	https://www.technologynetworks.com/tn/news/stem-cells-from-muscle-could-address-diabetes-related-circulation-problems-293979
